SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Temperature (ºC),Turbidity (NTU)
822,Masanjor,CGWB,20,Jharkhand,326,DUMKA,DUMKA,DUMKA,Masanjor,-,-,-,-,-,-,24.10833333,87.31944444,25-05-2010 00:00,"",
823,Masanjor,CGWB,20,Jharkhand,326,DUMKA,DUMKA,DUMKA,Masanjor,-,-,-,-,-,-,24.10833333,87.31944444,25-05-2011 00:00,"",
824,Masanjor,CGWB,20,Jharkhand,326,DUMKA,DUMKA,DUMKA,Masanjor,-,-,-,-,-,-,24.10833333,87.31944444,25-05-2012 00:00,"",
825,Masanjor,CGWB,20,Jharkhand,326,DUMKA,DUMKA,DUMKA,Masanjor,-,-,-,-,-,-,24.10833333,87.31944444,25-05-2013 00:00,"",
826,Meru(Silwar),CGWB,20,Jharkhand,332,HAZARIBAG,HAZARIBAG,HAZARIBAG,Meru(Silwar),-,-,-,-,-,-,24.01555556,85.46222222,25-05-2012 00:00,"",
827,Meru(Silwar),CGWB,20,Jharkhand,332,HAZARIBAG,HAZARIBAG,HAZARIBAG,Meru(Silwar),-,-,-,-,-,-,24.01555556,85.46222222,25-05-2013 00:00,"",
828,Mihijam db ib,CGWB,20,Jharkhand,326,DUMKA,JAMTARA,JAMTARA,Mihijam db ib,-,-,-,-,-,-,23.86666667,86.87500000,25-05-2000 00:00,"",
829,Mihijam db ib,CGWB,20,Jharkhand,326,DUMKA,JAMTARA,JAMTARA,Mihijam db ib,-,-,-,-,-,-,23.86666667,86.87500000,25-05-2002 00:00,"",
830,Mihijam db ib,CGWB,20,Jharkhand,326,DUMKA,JAMTARA,JAMTARA,Mihijam db ib,-,-,-,-,-,-,23.86666667,86.87500000,25-05-2005 00:00,"",
831,Mihijam db ib,CGWB,20,Jharkhand,326,DUMKA,JAMTARA,JAMTARA,Mihijam db ib,-,-,-,-,-,-,23.86666667,86.87500000,25-05-2007 00:00,"",
832,Mihijam db ib,CGWB,20,Jharkhand,326,DUMKA,JAMTARA,JAMTARA,Mihijam db ib,-,-,-,-,-,-,23.86666667,86.87500000,25-05-2008 00:00,"",
833,Mihijam New,CGWB,20,Jharkhand,326,DUMKA,JAMTARA,JAMTARA,Mihijam New,-,-,-,-,-,-,23.87416667,86.87861111,25-05-2012 00:00,"",
834,Moranghada,CGWB,20,Jharkhand,339,RANCHI,KHUNTI,KHUNTI,Moranghada,-,-,-,-,-,-,23.11250000,85.42083333,25-05-2003 00:00,"",
835,Murhu,CGWB,20,Jharkhand,339,RANCHI,MURHU,MURHU,Murhu,-,-,-,-,-,-,22.96388889,85.28333333,25-05-2003 00:00,"",
836,Murhu,CGWB,20,Jharkhand,339,RANCHI,MURHU,MURHU,Murhu,-,-,-,-,-,-,22.96388889,85.28333333,25-05-2005 00:00,"",
837,Murhu,CGWB,20,Jharkhand,339,RANCHI,MURHU,MURHU,Murhu,-,-,-,-,-,-,22.96388889,85.28333333,25-05-2012 00:00,"",
838,Murhu,CGWB,20,Jharkhand,339,RANCHI,MURHU,MURHU,Murhu,-,-,-,-,-,-,22.96388889,85.28333333,25-05-2013 00:00,"",
839,Murhu1,CGWB,20,Jharkhand,339,RANCHI,MURHU,MURHU,Murhu,-,-,-,-,-,-,22.96388889,85.28361111,25-05-2007 00:00,"",
840,Murhu1,CGWB,20,Jharkhand,339,RANCHI,MURHU,MURHU,Murhu,-,-,-,-,-,-,22.96388889,85.28361111,25-05-2008 00:00,"",
841,Murhu1,CGWB,20,Jharkhand,339,RANCHI,MURHU,MURHU,Murhu,-,-,-,-,-,-,22.96388889,85.28361111,25-05-2010 00:00,"",
842,Murhu1,CGWB,20,Jharkhand,339,RANCHI,MURHU,MURHU,Murhu,-,-,-,-,-,-,22.96388889,85.28361111,25-05-2011 00:00,"",
843,Nagaruntari,CGWB,20,Jharkhand,328,GARHWA,UNTARI,UNTARI,Nagaruntari,-,-,-,-,-,-,24.28333333,83.50833333,25-05-2004 00:00,"",
844,Nagaruntari,CGWB,20,Jharkhand,328,GARHWA,UNTARI,UNTARI,Nagaruntari,-,-,-,-,-,-,24.28333333,83.50833333,25-05-2009 00:00,"",
845,Nagaruntari,CGWB,20,Jharkhand,328,GARHWA,UNTARI,UNTARI,Nagaruntari,-,-,-,-,-,-,24.28333333,83.50833333,25-05-2010 00:00,"",
846,Nagaruntari,CGWB,20,Jharkhand,328,GARHWA,UNTARI,UNTARI,Nagaruntari,-,-,-,-,-,-,24.28333333,83.50833333,25-05-2011 00:00,"",
847,Nagfeni,CGWB,20,Jharkhand,331,GUMLA,SISAI,SISAI,Nagfeni,-,-,-,-,-,-,23.30555556,84.70638889,25-05-2003 00:00,"",
848,Nagfeni,CGWB,20,Jharkhand,331,GUMLA,SISAI,SISAI,Nagfeni,-,-,-,-,-,-,23.30555556,84.70638889,25-05-2004 00:00,"",
849,Nagfeni,CGWB,20,Jharkhand,331,GUMLA,SISAI,SISAI,Nagfeni,-,-,-,-,-,-,23.30555556,84.70638889,25-05-2007 00:00,"",
850,Nagfeni,CGWB,20,Jharkhand,331,GUMLA,SISAI,SISAI,Nagfeni,-,-,-,-,-,-,23.30555556,84.70638889,25-05-2008 00:00,"",
851,Nagfeni,CGWB,20,Jharkhand,331,GUMLA,SISAI,SISAI,Nagfeni,-,-,-,-,-,-,23.30555556,84.70638889,25-05-2009 00:00,"",
852,Nagfeni,CGWB,20,Jharkhand,331,GUMLA,SISAI,SISAI,Nagfeni,-,-,-,-,-,-,23.30555556,84.70638889,25-05-2010 00:00,"",
853,Nagfeni,CGWB,20,Jharkhand,331,GUMLA,SISAI,SISAI,Nagfeni,-,-,-,-,-,-,23.30555556,84.70638889,25-05-2011 00:00,"",
854,Nagfeni,CGWB,20,Jharkhand,331,GUMLA,SISAI,SISAI,Nagfeni,-,-,-,-,-,-,23.30555556,84.70638889,25-05-2012 00:00,"",
855,Nakti,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),ADITYAPUR(GAMHARIA),Nakti,-,-,-,-,-,-,22.85000000,86.06250000,25-05-2002 00:00,"",
856,Nakti,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),ADITYAPUR(GAMHARIA),Nakti,-,-,-,-,-,-,22.85000000,86.06250000,25-05-2003 00:00,"",
857,Nakti,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),ADITYAPUR(GAMHARIA),Nakti,-,-,-,-,-,-,22.85000000,86.06250000,25-05-2004 00:00,"",
858,Nala,CGWB,20,Jharkhand,326,DUMKA,MASALIA,MASALIA,Nala,-,-,-,-,-,-,24.04583333,87.15277778,25-05-2005 00:00,"",
859,Nala,CGWB,20,Jharkhand,326,DUMKA,MASALIA,MASALIA,Nala,-,-,-,-,-,-,24.04583333,87.15277778,25-05-2006 00:00,"",
860,Nala,CGWB,20,Jharkhand,326,DUMKA,MASALIA,MASALIA,Nala,-,-,-,-,-,-,24.04583333,87.15277778,25-05-2009 00:00,"",
861,Nala,CGWB,20,Jharkhand,326,DUMKA,MASALIA,MASALIA,Nala,-,-,-,-,-,-,24.04583333,87.15277778,25-05-2010 00:00,"",
862,Nala,CGWB,20,Jharkhand,326,DUMKA,MASALIA,MASALIA,Nala,-,-,-,-,-,-,24.04583333,87.15277778,25-05-2011 00:00,"",
863,Nala,CGWB,20,Jharkhand,326,DUMKA,MASALIA,MASALIA,Nala,-,-,-,-,-,-,24.04583333,87.15277778,25-05-2012 00:00,"",
864,Namkom Bz Chowk,CGWB,20,Jharkhand,339,RANCHI,NAMKUM,NAMKUM,Namkom Bz Chowk,-,-,-,-,-,-,23.28305556,85.36388889,25-05-2012 00:00,"",
865,Namkom Bz Chowk,CGWB,20,Jharkhand,339,RANCHI,NAMKUM,NAMKUM,Namkom Bz Chowk,-,-,-,-,-,-,23.28305556,85.36388889,25-05-2013 00:00,"",
866,Narayanpur,CGWB,20,Jharkhand,326,DUMKA,NARAYANPUR,NARAYANPUR,Narayanpur,-,-,-,-,-,-,24.07944444,86.61166667,25-05-2003 00:00,"",
867,Narayanpur,CGWB,20,Jharkhand,326,DUMKA,NARAYANPUR,NARAYANPUR,Narayanpur,-,-,-,-,-,-,24.07944444,86.61166667,25-05-2004 00:00,"",
868,Nawadih,CGWB,20,Jharkhand,322,BOKARO,NAWADIH,NAWADIH,Nawadih,-,-,-,-,-,-,23.85000000,86.03333333,25-05-2003 00:00,"",
869,Nawadih,CGWB,20,Jharkhand,322,BOKARO,NAWADIH,NAWADIH,Nawadih,-,-,-,-,-,-,23.85000000,86.03333333,25-05-2006 00:00,"",
870,Nawadih,CGWB,20,Jharkhand,322,BOKARO,NAWADIH,NAWADIH,Nawadih,-,-,-,-,-,-,23.85000000,86.03333333,25-05-2008 00:00,"",
871,Nawadih1,CGWB,20,Jharkhand,338,PALAMAU,PATAN,PATAN,Nawadih,-,-,-,-,-,-,24.17500000,84.27500000,25-05-2001 00:00,"",
872,Nawadih1,CGWB,20,Jharkhand,338,PALAMAU,PATAN,PATAN,Nawadih,-,-,-,-,-,-,24.17500000,84.27500000,25-05-2010 00:00,"",
873,Nawadih1,CGWB,20,Jharkhand,338,PALAMAU,PATAN,PATAN,Nawadih,-,-,-,-,-,-,24.17500000,84.27500000,25-05-2011 00:00,"",
874,Nawadih1,CGWB,20,Jharkhand,338,PALAMAU,PATAN,PATAN,Nawadih,-,-,-,-,-,-,24.17500000,84.27500000,25-05-2012 00:00,"",
875,Nimdih_Jamdih,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,NIMDIH,NIMDIH,Nimdih,-,-,-,-,-,-,22.99000000,86.17000000,25-05-2005 00:00,"",
876,Nirsa ecl l.qtr,CGWB,20,Jharkhand,325,DHANBAD,DHANBAD CUM KENDUADI,DHANBAD CUM KENDUADI,Nirsa ecl l.qtr,-,-,-,-,-,-,23.78638889,86.46138889,25-05-2002 00:00,"",
877,Nirsa ecl l.qtr,CGWB,20,Jharkhand,325,DHANBAD,DHANBAD CUM KENDUADI,DHANBAD CUM KENDUADI,Nirsa ecl l.qtr,-,-,-,-,-,-,23.78638889,86.46138889,25-05-2003 00:00,"",
878,Nirsa ecl l.qtr,CGWB,20,Jharkhand,325,DHANBAD,DHANBAD CUM KENDUADI,DHANBAD CUM KENDUADI,Nirsa ecl l.qtr,-,-,-,-,-,-,23.78638889,86.46138889,25-05-2009 00:00,"",
879,Nirsa ecl l.qtr,CGWB,20,Jharkhand,325,DHANBAD,DHANBAD CUM KENDUADI,DHANBAD CUM KENDUADI,Nirsa ecl l.qtr,-,-,-,-,-,-,23.78638889,86.46138889,25-05-2010 00:00,"",
880,Nirsa ecl l.qtr,CGWB,20,Jharkhand,325,DHANBAD,DHANBAD CUM KENDUADI,DHANBAD CUM KENDUADI,Nirsa ecl l.qtr,-,-,-,-,-,-,23.78638889,86.46138889,25-05-2011 00:00,"",
881,Nirsa ecl l.qtr,CGWB,20,Jharkhand,325,DHANBAD,DHANBAD CUM KENDUADI,DHANBAD CUM KENDUADI,Nirsa ecl l.qtr,-,-,-,-,-,-,23.78638889,86.46138889,25-05-2013 00:00,"",
882,Nirsa p.s.,CGWB,20,Jharkhand,325,DHANBAD,NIRSA CUM CHIRKUNDA,NIRSA CUM CHIRKUNDA,Nirsa p.s.,-,-,-,-,-,-,23.78611111,86.71111111,25-05-2000 00:00,"",
883,Nirsa p.s.,CGWB,20,Jharkhand,325,DHANBAD,DHANBAD CUM KENDUADI,DHANBAD CUM KENDUADI,Nirsa p.s.,-,-,-,-,-,-,23.78611111,86.46111111,25-05-2008 00:00,"",
884,Nirsa p.s.,CGWB,20,Jharkhand,325,DHANBAD,DHANBAD CUM KENDUADI,DHANBAD CUM KENDUADI,Nirsa p.s.,-,-,-,-,-,-,23.78611111,86.46111111,25-05-2012 00:00,"",
885,Nunihaat,CGWB,20,Jharkhand,326,DUMKA,RAMGARH,RAMGARH,Nunihaat,-,-,-,-,-,-,24.46944444,87.12527778,25-05-2006 00:00,"",
886,Nunihaat,CGWB,20,Jharkhand,326,DUMKA,RAMGARH,RAMGARH,Nunihaat,-,-,-,-,-,-,24.46944444,87.12500000,25-05-2009 00:00,"",
887,Nunihaat,CGWB,20,Jharkhand,326,DUMKA,RAMGARH,RAMGARH,Nunihaat,-,-,-,-,-,-,24.46944444,87.12500000,25-05-2010 00:00,"",
888,Nunihaat,CGWB,20,Jharkhand,326,DUMKA,RAMGARH,RAMGARH,Nunihaat,-,-,-,-,-,-,24.46944444,87.12500000,25-05-2011 00:00,"",
889,Ormanji,CGWB,20,Jharkhand,339,RANCHI,NAMKUM,NAMKUM,Ormanji,-,-,-,-,-,-,23.31666667,85.48333333,25-05-2002 00:00,"",
890,Ormanji,CGWB,20,Jharkhand,339,RANCHI,NAMKUM,NAMKUM,Ormanji,-,-,-,-,-,-,23.31666667,85.48333333,25-05-2003 00:00,"",
891,Ormanji,CGWB,20,Jharkhand,339,RANCHI,NAMKUM,NAMKUM,Ormanji,-,-,-,-,-,-,23.31666667,85.48333333,25-05-2004 00:00,"",
892,Ormanji,CGWB,20,Jharkhand,339,RANCHI,NAMKUM,NAMKUM,Ormanji,-,-,-,-,-,-,23.31666667,85.48333333,25-05-2005 00:00,"",
893,Ormanji,CGWB,20,Jharkhand,339,RANCHI,NAMKUM,NAMKUM,Ormanji,-,-,-,-,-,-,23.31666667,85.48333333,25-05-2006 00:00,"",
894,Ormanji,CGWB,20,Jharkhand,339,RANCHI,NAMKUM,NAMKUM,Ormanji,-,-,-,-,-,-,23.31666667,85.48333333,25-05-2012 00:00,"",
895,Ormanji,CGWB,20,Jharkhand,339,RANCHI,NAMKUM,NAMKUM,Ormanji,-,-,-,-,-,-,23.31666667,85.48333333,25-05-2013 00:00,"",
896,Ormanji1,CGWB,20,Jharkhand,339,RANCHI,NAMKUM,NAMKUM,Ormanji,-,-,-,-,-,-,23.31666667,85.48361111,25-05-2007 00:00,"",
897,Ormanji1,CGWB,20,Jharkhand,339,RANCHI,NAMKUM,NAMKUM,Ormanji,-,-,-,-,-,-,23.31666667,85.48361111,25-05-2008 00:00,"",
898,Ormanji1,CGWB,20,Jharkhand,339,RANCHI,NAMKUM,NAMKUM,Ormanji,-,-,-,-,-,-,23.31666667,85.48361111,25-05-2009 00:00,"",
899,Ormanji1,CGWB,20,Jharkhand,339,RANCHI,NAMKUM,NAMKUM,Ormanji,-,-,-,-,-,-,23.31666667,85.48361111,25-05-2010 00:00,"",
900,Ormanji1,CGWB,20,Jharkhand,339,RANCHI,NAMKUM,NAMKUM,Ormanji,-,-,-,-,-,-,23.31666667,85.48361111,25-05-2011 00:00,"",
901,Padma,CGWB,20,Jharkhand,332,HAZARIBAG,BARHI,BARHI,Padma,-,-,-,-,-,-,24.20555556,85.31694444,25-05-2012 00:00,"",
902,Padma,CGWB,20,Jharkhand,332,HAZARIBAG,BARHI,BARHI,Padma,-,-,-,-,-,-,24.20555556,85.31694444,25-05-2013 00:00,"",
903,Pakur,CGWB,20,Jharkhand,337,Pakur,PAKAUR,PAKAUR,Pakur,-,-,-,-,-,-,24.64194444,87.84611111,25-05-2009 00:00,"",
904,Pakur,CGWB,20,Jharkhand,337,Pakur,PAKAUR,PAKAUR,Pakur,-,-,-,-,-,-,24.64194444,87.84611111,25-05-2010 00:00,"",
905,Pakur1,CGWB,20,Jharkhand,337,Pakur,PAKAUR,PAKAUR,Pakur,-,-,-,-,-,-,24.63388889,87.87777778,25-05-2005 00:00,"",
906,Pakur1,CGWB,20,Jharkhand,337,Pakur,PAKAUR,PAKAUR,Pakur,-,-,-,-,-,-,24.63388889,87.87777778,25-05-2012 00:00,"",
907,Pakur1,CGWB,20,Jharkhand,337,Pakur,PAKAUR,PAKAUR,Pakur,-,-,-,-,-,-,24.63388889,87.87777778,25-05-2013 00:00,"",
908,Pakuria,CGWB,20,Jharkhand,337,Pakur,PAKURIA,PAKURIA,Pakuria,-,-,-,-,-,-,24.29888889,87.66583333,25-05-2004 00:00,"",
909,Pakuria,CGWB,20,Jharkhand,337,Pakur,PAKURIA,PAKURIA,Pakuria,-,-,-,-,-,-,24.29888889,87.66583333,25-05-2009 00:00,"",
910,Pakuria,CGWB,20,Jharkhand,337,Pakur,PAKURIA,PAKURIA,Pakuria,-,-,-,-,-,-,24.29888889,87.66583333,25-05-2010 00:00,"",
911,Pakuria,CGWB,20,Jharkhand,337,Pakur,PAKURIA,PAKURIA,Pakuria,-,-,-,-,-,-,24.29888889,87.66583333,25-05-2011 00:00,"",
912,Palajori,CGWB,20,Jharkhand,324,DEOGHAR,PALOJORI,PALOJORI,Palajori,-,-,-,-,-,-,24.30000000,87.00388889,25-05-2002 00:00,"",
913,Palajori,CGWB,20,Jharkhand,324,DEOGHAR,PALOJORI,PALOJORI,Palajori,-,-,-,-,-,-,24.30000000,87.00388889,25-05-2003 00:00,"",
914,Palajori,CGWB,20,Jharkhand,324,DEOGHAR,PALOJORI,PALOJORI,Palajori,-,-,-,-,-,-,24.30000000,87.00388889,25-05-2004 00:00,"",
915,Palajori,CGWB,20,Jharkhand,324,DEOGHAR,PALOJORI,PALOJORI,Palajori,-,-,-,-,-,-,24.30000000,87.00388889,25-05-2005 00:00,"",
916,Palajori,CGWB,20,Jharkhand,324,DEOGHAR,PALOJORI,PALOJORI,Palajori,-,-,-,-,-,-,24.30000000,87.00388889,25-05-2006 00:00,"",
917,Palajori,CGWB,20,Jharkhand,324,DEOGHAR,PALOJORI,PALOJORI,Palajori,-,-,-,-,-,-,24.30000000,87.00388889,25-05-2008 00:00,"",
918,Palajori,CGWB,20,Jharkhand,324,DEOGHAR,PALOJORI,PALOJORI,Palajori,-,-,-,-,-,-,24.30000000,87.00388889,25-05-2009 00:00,"",
919,Palajori,CGWB,20,Jharkhand,324,DEOGHAR,PALOJORI,PALOJORI,Palajori,-,-,-,-,-,-,24.30000000,87.00388889,25-05-2010 00:00,"",
920,Palajori,CGWB,20,Jharkhand,324,DEOGHAR,PALOJORI,PALOJORI,Palajori,-,-,-,-,-,-,24.30000000,87.00388889,25-05-2012 00:00,"",
921,Palajori,CGWB,20,Jharkhand,324,DEOGHAR,PALOJORI,PALOJORI,Palajori,-,-,-,-,-,-,24.30000000,87.00388889,25-05-2013 00:00,"",
922,Palkot,CGWB,20,Jharkhand,331,GUMLA,PALKOT,PALKOT,Palkot,-,-,-,-,-,-,22.87833333,84.64527778,25-05-2003 00:00,"",
923,Palkot,CGWB,20,Jharkhand,331,GUMLA,PALKOT,PALKOT,Palkot,-,-,-,-,-,-,22.87833333,84.64527778,25-05-2004 00:00,"",
924,Palkot,CGWB,20,Jharkhand,331,GUMLA,PALKOT,PALKOT,Palkot,-,-,-,-,-,-,22.87833333,84.64527778,25-05-2007 00:00,"",
925,Palkot,CGWB,20,Jharkhand,331,GUMLA,PALKOT,PALKOT,Palkot,-,-,-,-,-,-,22.87833333,84.64527778,25-05-2009 00:00,"",
926,Palkot,CGWB,20,Jharkhand,331,GUMLA,PALKOT,PALKOT,Palkot,-,-,-,-,-,-,22.87833333,84.64527778,25-05-2012 00:00,"",
927,Palkot,CGWB,20,Jharkhand,331,GUMLA,PALKOT,PALKOT,Palkot,-,-,-,-,-,-,22.87833333,84.64527778,25-05-2013 00:00,"",
928,Pandrasalai,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,KHUNTPANI,KHUNTPANI,Pandrasalai,-,-,-,-,-,-,22.64583333,85.67916667,25-05-2003 00:00,"",
929,Pandrasalai,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,KHUNTPANI,KHUNTPANI,Pandrasalai,-,-,-,-,-,-,22.64583333,85.67916667,25-05-2005 00:00,"",
930,Pandrasalai,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,KHUNTPANI,KHUNTPANI,Pandrasalai,-,-,-,-,-,-,22.64583333,85.67916667,25-05-2006 00:00,"",
931,Pandrasalai,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,KHUNTPANI,KHUNTPANI,Pandrasalai,-,-,-,-,-,-,22.64583333,85.67916667,25-05-2009 00:00,"",
932,Pandrasalai,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,KHUNTPANI,KHUNTPANI,Pandrasalai,-,-,-,-,-,-,22.64583333,85.67916667,25-05-2011 00:00,"",
933,Pandrasalai,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,KHUNTPANI,KHUNTPANI,Pandrasalai,-,-,-,-,-,-,22.64583333,85.67916667,25-05-2012 00:00,"",
934,Pandrasalai,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,KHUNTPANI,KHUNTPANI,Pandrasalai,-,-,-,-,-,-,22.64583333,85.67916667,25-05-2013 00:00,"",
935,Pandri,CGWB,20,Jharkhand,329,GIRIDIH,GANDE,GANDE,Pandri,-,-,-,-,-,-,24.07500000,86.38611111,25-05-2000 00:00,"",
936,Pandri,CGWB,20,Jharkhand,329,GIRIDIH,GANDE,GANDE,Pandri,-,-,-,-,-,-,24.07500000,86.38611111,25-05-2003 00:00,"",
937,Pandri,CGWB,20,Jharkhand,329,GIRIDIH,GANDE,GANDE,Pandri,-,-,-,-,-,-,24.07500000,86.38611111,25-05-2010 00:00,"",
938,Pandri,CGWB,20,Jharkhand,329,GIRIDIH,GANDE,GANDE,Pandri,-,-,-,-,-,-,24.07500000,86.38611111,25-05-2011 00:00,"",
939,Pandri,CGWB,20,Jharkhand,329,GIRIDIH,GANDE,GANDE,Pandri,-,-,-,-,-,-,24.07500000,86.38611111,25-05-2012 00:00,"",
940,Pandri,CGWB,20,Jharkhand,329,GIRIDIH,GANDE,GANDE,Pandri,-,-,-,-,-,-,24.07500000,86.38611111,25-05-2013 00:00,"",
941,Panki,CGWB,20,Jharkhand,338,PALAMAU,PANKI,PANKI,Panki,-,-,-,-,-,-,24.04583333,84.47500000,25-05-2001 00:00,"",
942,Panki,CGWB,20,Jharkhand,338,PALAMAU,PANKI,PANKI,Panki,-,-,-,-,-,-,24.04583333,84.47500000,25-05-2012 00:00,"",
943,Patabari,CGWB,20,Jharkhand,326,DUMKA,SHIKARIPARA,SHIKARIPARA,Patabari,-,-,-,-,-,-,24.21666667,87.37500000,25-05-2004 00:00,"",
944,Patabari,CGWB,20,Jharkhand,326,DUMKA,SHIKARIPARA,SHIKARIPARA,Patabari,-,-,-,-,-,-,24.21666667,87.37500000,25-05-2005 00:00,"",
945,Patabari,CGWB,20,Jharkhand,326,DUMKA,SHIKARIPARA,SHIKARIPARA,Patabari,-,-,-,-,-,-,24.21666667,87.37500000,25-05-2008 00:00,"",
946,Patabari,CGWB,20,Jharkhand,326,DUMKA,SHIKARIPARA,SHIKARIPARA,Patabari,-,-,-,-,-,-,24.21666667,87.37500000,25-05-2009 00:00,"",
947,Patabari,CGWB,20,Jharkhand,326,DUMKA,SHIKARIPARA,SHIKARIPARA,Patabari,-,-,-,-,-,-,24.21666667,87.37500000,25-05-2010 00:00,"",
948,Patabari,CGWB,20,Jharkhand,326,DUMKA,SHIKARIPARA,SHIKARIPARA,Patabari,-,-,-,-,-,-,24.21666667,87.37500000,25-05-2011 00:00,"",
949,Patabari,CGWB,20,Jharkhand,326,DUMKA,SHIKARIPARA,SHIKARIPARA,Patabari,-,-,-,-,-,-,24.21666667,87.37500000,25-05-2013 00:00,"",
950,Patan,CGWB,20,Jharkhand,338,PALAMAU,PATAN,PATAN,Patan,-,-,-,-,-,-,24.20833333,84.22500000,25-05-2000 00:00,"",
951,Patan,CGWB,20,Jharkhand,338,PALAMAU,PATAN,PATAN,Patan,-,-,-,-,-,-,24.20833333,84.22500000,25-05-2001 00:00,"",
952,Patan,CGWB,20,Jharkhand,338,PALAMAU,PATAN,PATAN,Patan,-,-,-,-,-,-,24.20833333,84.22500000,25-05-2004 00:00,"",
953,Patan,CGWB,20,Jharkhand,338,PALAMAU,PATAN,PATAN,Patan,-,-,-,-,-,-,24.20833333,84.22500000,25-05-2006 00:00,"",
954,Patan,CGWB,20,Jharkhand,338,PALAMAU,PATAN,PATAN,Patan,-,-,-,-,-,-,24.20833333,84.22500000,25-05-2010 00:00,"",
955,Pathargama,CGWB,20,Jharkhand,330,GODDA,PATHARGAMA,PATHARGAMA,Pathargama,-,-,-,-,-,-,24.94166667,87.28888889,25-05-2000 00:00,"",
956,Pathargama,CGWB,20,Jharkhand,330,GODDA,PATHARGAMA,PATHARGAMA,Pathargama,-,-,-,-,-,-,24.94166667,87.28888889,25-05-2004 00:00,"",
957,Pathargama,CGWB,20,Jharkhand,330,GODDA,PATHARGAMA,PATHARGAMA,Pathargama,-,-,-,-,-,-,24.94166667,87.28888889,25-05-2005 00:00,"",
958,Pathargama,CGWB,20,Jharkhand,330,GODDA,PATHARGAMA,PATHARGAMA,Pathargama,-,-,-,-,-,-,24.94166667,87.28888889,25-05-2012 00:00,"",
959,Patrahatu,CGWB,20,Jharkhand,339,RANCHI,SILLI,SILLI,Patrahau,-,-,-,-,-,-,23.32527778,85.78111111,25-05-2012 00:00,"",
960,Patratu,CGWB,20,Jharkhand,332,HAZARIBAG,PATRATU,PATRATU,Patratu,-,-,-,-,-,-,23.65833333,85.30833333,25-05-2010 00:00,"",
961,Patratu,CGWB,20,Jharkhand,332,HAZARIBAG,PATRATU,PATRATU,Patratu,-,-,-,-,-,-,23.65833333,85.30833333,25-05-2012 00:00,"",
962,Petarbar,CGWB,20,Jharkhand,322,BOKARO,PETERBAR,PETERBAR,Petarbar,-,-,-,-,-,-,23.68055556,85.84166667,25-05-2002 00:00,"",
963,Petarbar,CGWB,20,Jharkhand,322,BOKARO,PETERBAR,PETERBAR,Petarbar,-,-,-,-,-,-,23.68055556,85.84166667,25-05-2003 00:00,"",
964,Petarbar,CGWB,20,Jharkhand,322,BOKARO,PETERBAR,PETERBAR,Petarbar,-,-,-,-,-,-,23.68055556,85.84166667,25-05-2004 00:00,"",
965,Petarbar,CGWB,20,Jharkhand,322,BOKARO,PETERBAR,PETERBAR,Petarbar,-,-,-,-,-,-,23.68055556,85.84166667,25-05-2005 00:00,"",
966,Petarbar,CGWB,20,Jharkhand,322,BOKARO,PETERBAR,PETERBAR,Petarbar,-,-,-,-,-,-,23.68055556,85.84166667,25-05-2006 00:00,"",
967,Petarbar,CGWB,20,Jharkhand,322,BOKARO,PETERBAR,PETERBAR,Petarbar,-,-,-,-,-,-,23.68055556,85.84166667,25-05-2008 00:00,"",
968,Petarbar,CGWB,20,Jharkhand,322,BOKARO,PETERBAR,PETERBAR,Petarbar,-,-,-,-,-,-,23.68055556,85.84166667,25-05-2009 00:00,"",
969,Petarbar,CGWB,20,Jharkhand,322,BOKARO,PETERBAR,PETERBAR,Petarbar,-,-,-,-,-,-,23.68055556,85.84166667,25-05-2010 00:00,"",
970,Petarbar,CGWB,20,Jharkhand,322,BOKARO,PETERBAR,PETERBAR,Petarbar,-,-,-,-,-,-,23.68055556,85.84166667,25-05-2011 00:00,"",
971,Petarbar,CGWB,20,Jharkhand,322,BOKARO,PETERBAR,PETERBAR,Petarbar,-,-,-,-,-,-,23.68055556,85.84166667,25-05-2012 00:00,"",
972,Petarbar,CGWB,20,Jharkhand,322,BOKARO,PETERBAR,PETERBAR,Petarbar,-,-,-,-,-,-,23.68055556,85.84166667,25-05-2013 00:00,"",
973,Phusro/Bermo,CGWB,20,Jharkhand,322,BOKARO,BERMO,BERMO,Phusro/Bermo,-,-,-,-,-,-,23.71666667,86.13194444,25-05-2004 00:00,"",
