SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Temperature (ºC),Turbidity (NTU)
1,Amda(bara),CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,TONTO,TONTO,Amda(bara),-,-,-,-,-,-,22.50416667,85.75000000,25-05-2003 00:00,"",
2,Amrapara,CGWB,20,Jharkhand,337,Pakur,AMRAPARA,AMRAPARA,Amrapara,-,-,-,-,-,-,24.53194444,87.56805556,25-05-2004 00:00,"",
3,Amrapara,CGWB,20,Jharkhand,337,Pakur,AMRAPARA,AMRAPARA,Amrapara,-,-,-,-,-,-,24.53194444,87.56805556,25-05-2005 00:00,"",
4,Amrapara,CGWB,20,Jharkhand,337,Pakur,AMRAPARA,AMRAPARA,Amrapara,-,-,-,-,-,-,24.53194444,87.56805556,25-05-2008 00:00,"",
5,Amrapara,CGWB,20,Jharkhand,337,Pakur,AMRAPARA,AMRAPARA,Amrapara,-,-,-,-,-,-,24.53194444,87.56805556,25-05-2009 00:00,"",
6,Amrapara,CGWB,20,Jharkhand,337,Pakur,AMRAPARA,AMRAPARA,Amrapara,-,-,-,-,-,-,24.53194444,87.56805556,25-05-2010 00:00,"",
7,Amrapara,CGWB,20,Jharkhand,337,Pakur,AMRAPARA,AMRAPARA,Amrapara,-,-,-,-,-,-,24.53194444,87.56805556,25-05-2011 00:00,"",
8,Angara,CGWB,20,Jharkhand,339,RANCHI,ANGARA,ANGARA,Angara,-,-,-,-,-,-,23.39444444,85.51666667,25-05-2003 00:00,"",
9,Angara,CGWB,20,Jharkhand,339,RANCHI,ANGARA,ANGARA,Angara,-,-,-,-,-,-,23.39444444,85.51666667,25-05-2004 00:00,"",
10,Angara,CGWB,20,Jharkhand,339,RANCHI,ANGARA,ANGARA,Angara,-,-,-,-,-,-,23.39444444,85.51666667,25-05-2005 00:00,"",
11,Angara,CGWB,20,Jharkhand,339,RANCHI,ANGARA,ANGARA,Angara,-,-,-,-,-,-,23.39444444,85.51666667,25-05-2007 00:00,"",
12,Angara,CGWB,20,Jharkhand,339,RANCHI,ANGARA,ANGARA,Angara,-,-,-,-,-,-,23.39444444,85.51666667,25-05-2008 00:00,"",
13,Angara,CGWB,20,Jharkhand,339,RANCHI,ANGARA,ANGARA,Angara,-,-,-,-,-,-,23.39444444,85.51666667,25-05-2009 00:00,"",
14,Angara,CGWB,20,Jharkhand,339,RANCHI,ANGARA,ANGARA,Angara,-,-,-,-,-,-,23.39444444,85.51666667,25-05-2012 00:00,"",
15,Angara,CGWB,20,Jharkhand,339,RANCHI,ANGARA,ANGARA,Angara,-,-,-,-,-,-,23.39444444,85.51666667,25-05-2013 00:00,"",
16,Anjam gram,CGWB,20,Jharkhand,331,GUMLA,GUMLA,GUMLA,Anjam gram,-,-,-,-,-,-,23.06944444,84.51250000,25-05-2003 00:00,"",
17,Anjam gram,CGWB,20,Jharkhand,331,GUMLA,GUMLA,GUMLA,Anjam gram,-,-,-,-,-,-,23.06944444,84.51250000,25-05-2007 00:00,"",
18,Anjam gram,CGWB,20,Jharkhand,331,GUMLA,GUMLA,GUMLA,Anjam gram,-,-,-,-,-,-,23.04416667,84.55333333,25-05-2008 00:00,"",
19,Anjam gram,CGWB,20,Jharkhand,331,GUMLA,GUMLA,GUMLA,Anjam gram,-,-,-,-,-,-,23.04416667,84.55333333,25-05-2009 00:00,"",
20,Anjam gram,CGWB,20,Jharkhand,331,GUMLA,GUMLA,GUMLA,Anjam gram,-,-,-,-,-,-,23.06944444,84.51250000,25-05-2009 00:00,"",
21,Anjam gram,CGWB,20,Jharkhand,331,GUMLA,GUMLA,GUMLA,Anjam gram,-,-,-,-,-,-,23.04416667,84.55333333,25-05-2011 00:00,"",
22,Anjam gram,CGWB,20,Jharkhand,331,GUMLA,GUMLA,GUMLA,Anjam gram,-,-,-,-,-,-,23.06944444,84.51250000,25-05-2011 00:00,"",
23,Anjam gram,CGWB,20,Jharkhand,331,GUMLA,GUMLA,GUMLA,Anjam gram,-,-,-,-,-,-,23.06944444,84.51250000,25-05-2012 00:00,"",
24,Anjam gram,CGWB,20,Jharkhand,331,GUMLA,GUMLA,GUMLA,Anjam gram,-,-,-,-,-,-,23.06944444,84.51250000,25-05-2013 00:00,"",
25,Asanbani,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,POTKA,POTKA,Asanbani,-,-,-,-,-,-,22.71250000,86.31944444,25-05-2004 00:00,"",
26,Asnamore,CGWB,20,Jharkhand,324,DEOGHAR,SARATH,SARATH,Asnamore,-,-,-,-,-,-,24.14583333,86.84027778,25-05-2000 00:00,"",
27,Asnamore,CGWB,20,Jharkhand,324,DEOGHAR,SARATH,SARATH,Asnamore,-,-,-,-,-,-,24.14583333,86.84027778,25-05-2003 00:00,"",
28,Asnamore,CGWB,20,Jharkhand,324,DEOGHAR,SARATH,SARATH,Asnamore,-,-,-,-,-,-,24.14583333,86.84027778,25-05-2009 00:00,"",
29,Asnamore,CGWB,20,Jharkhand,324,DEOGHAR,SARATH,SARATH,Asnamore,-,-,-,-,-,-,24.14583333,86.84027778,25-05-2011 00:00,"",
30,Baghdaha,CGWB,20,Jharkhand,324,DEOGHAR,SARWAN,SARWAN,Baghdaha,-,-,-,-,-,-,24.41111111,86.86944444,25-05-2011 00:00,"",
31,Baghma,CGWB,20,Jharkhand,331,GUMLA,PALKOT,PALKOT,Bhagma,-,-,-,-,-,-,22.93277778,84.63027778,25-05-2012 00:00,"",
32,Baghma,CGWB,20,Jharkhand,331,GUMLA,PALKOT,PALKOT,Bhagma,-,-,-,-,-,-,22.93277778,84.63027778,25-05-2013 00:00,"",
33,Baghmara,CGWB,20,Jharkhand,325,DHANBAD,BAGHMARA CUM KATRAS,BAGHMARA CUM KATRAS,Baghmara,-,-,-,-,-,-,23.79583333,86.46666667,25-05-2012 00:00,"",
34,Bagodar,CGWB,20,Jharkhand,329,GIRIDIH,BAGODAR,BAGODAR,Bagodar,-,-,-,-,-,-,24.07916667,85.83194444,25-05-2002 00:00,"",
35,Bagodar,CGWB,20,Jharkhand,329,GIRIDIH,BAGODAR,BAGODAR,Bagodar,-,-,-,-,-,-,24.07916667,85.83194444,25-05-2003 00:00,"",
36,Bagodar,CGWB,20,Jharkhand,329,GIRIDIH,BAGODAR,BAGODAR,Bagodar,-,-,-,-,-,-,24.07916667,85.83194444,25-05-2004 00:00,"",
37,Bagodar,CGWB,20,Jharkhand,329,GIRIDIH,BAGODAR,BAGODAR,Bagodar,-,-,-,-,-,-,24.07916667,85.83194444,25-05-2005 00:00,"",
38,Bagodar,CGWB,20,Jharkhand,329,GIRIDIH,BAGODAR,BAGODAR,Bagodar,-,-,-,-,-,-,24.07916667,85.83194444,25-05-2009 00:00,"",
39,Bagodar,CGWB,20,Jharkhand,329,GIRIDIH,BAGODAR,BAGODAR,Bagodar,-,-,-,-,-,-,24.07916667,85.83194444,25-05-2010 00:00,"",
40,Bagodar,CGWB,20,Jharkhand,329,GIRIDIH,BAGODAR,BAGODAR,Bagodar,-,-,-,-,-,-,24.07916667,85.83194444,25-05-2011 00:00,"",
41,Bagodar,CGWB,20,Jharkhand,329,GIRIDIH,BAGODAR,BAGODAR,Bagodar,-,-,-,-,-,-,24.07916667,85.83194444,25-05-2012 00:00,"",
42,Bagra,CGWB,20,Jharkhand,323,CHATRA,SIMARIA,SIMARIA,Bagra,-,-,-,-,-,-,24.04583333,84.94583333,25-05-2004 00:00,"",
43,Bagra,CGWB,20,Jharkhand,323,CHATRA,SIMARIA,SIMARIA,Bagra,-,-,-,-,-,-,24.04583333,84.94583333,25-05-2006 00:00,"",
44,Bagra,CGWB,20,Jharkhand,323,CHATRA,SIMARIA,SIMARIA,Bagra,-,-,-,-,-,-,24.04583333,84.94583333,25-05-2008 00:00,"",
45,Bagra,CGWB,20,Jharkhand,323,CHATRA,SIMARIA,SIMARIA,Bagra,-,-,-,-,-,-,24.04583333,84.94583333,25-05-2010 00:00,"",
46,Bagra,CGWB,20,Jharkhand,323,CHATRA,SIMARIA,SIMARIA,Bagra,-,-,-,-,-,-,24.04583333,84.94583333,25-05-2012 00:00,"",
47,Bagra,CGWB,20,Jharkhand,323,CHATRA,SIMARIA,SIMARIA,Bagra,-,-,-,-,-,-,24.04583333,84.94583333,25-05-2013 00:00,"",
48,Baharagora,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,BAHARAGORA,BAHARAGORA,Baharagora,-,-,-,-,-,-,22.28333333,86.71666667,25-05-2003 00:00,"",
49,Baharagora,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,BAHARAGORA,BAHARAGORA,Baharagora,-,-,-,-,-,-,22.28333333,86.71666667,25-05-2004 00:00,"",
50,Baharagora,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,BAHARAGORA,BAHARAGORA,Baharagora,-,-,-,-,-,-,22.28333333,86.71666667,25-05-2005 00:00,"",
51,Baharagora,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,BAHARAGORA,BAHARAGORA,Baharagora,-,-,-,-,-,-,22.28333333,86.71666667,25-05-2006 00:00,"",
52,Baharagora,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,BAHARAGORA,BAHARAGORA,Baharagora,-,-,-,-,-,-,22.28333333,86.71666667,25-05-2008 00:00,"",
53,Baisia,CGWB,20,Jharkhand,331,GUMLA,KAMDARA,KAMDARA,Baisia,-,-,-,-,-,-,22.88611111,84.84138889,25-05-2007 00:00,"",
54,Baisia,CGWB,20,Jharkhand,331,GUMLA,KAMDARA,KAMDARA,Baisia,-,-,-,-,-,-,22.88611111,84.84138889,25-05-2008 00:00,"",
55,Baisia,CGWB,20,Jharkhand,331,GUMLA,KAMDARA,KAMDARA,Baisia,-,-,-,-,-,-,22.88611111,84.84138889,25-05-2009 00:00,"",
56,Baisia,CGWB,20,Jharkhand,331,GUMLA,KAMDARA,KAMDARA,Baisia,-,-,-,-,-,-,22.88611111,84.84138889,25-05-2010 00:00,"",
57,Baisia,CGWB,20,Jharkhand,331,GUMLA,KAMDARA,KAMDARA,Baisia,-,-,-,-,-,-,22.88611111,84.84138889,25-05-2011 00:00,"",
58,Baisia,CGWB,20,Jharkhand,331,GUMLA,KAMDARA,KAMDARA,Baisia,-,-,-,-,-,-,22.88611111,84.84138889,25-05-2012 00:00,"",
59,Baisia,CGWB,20,Jharkhand,331,GUMLA,KAMDARA,KAMDARA,Baisia,-,-,-,-,-,-,22.88611111,84.84138889,25-05-2013 00:00,"",
60,Balumath,CGWB,20,Jharkhand,338,PALAMAU,BALUMATH,BALUMATH,Balumath,-,-,-,-,-,-,23.83333333,84.79583333,25-05-2001 00:00,"",
61,Balumath,CGWB,20,Jharkhand,338,PALAMAU,BALUMATH,BALUMATH,Balumath,-,-,-,-,-,-,23.83333333,84.79583333,25-05-2002 00:00,"",
62,Balumath,CGWB,20,Jharkhand,338,PALAMAU,BALUMATH,BALUMATH,Balumath,-,-,-,-,-,-,23.83333333,84.79583333,25-05-2006 00:00,"",
63,Balumath,CGWB,20,Jharkhand,338,PALAMAU,BALUMATH,BALUMATH,Balumath,-,-,-,-,-,-,23.83333333,84.79583333,25-05-2007 00:00,"",
64,Balumath,CGWB,20,Jharkhand,338,PALAMAU,BALUMATH,BALUMATH,Balumath,-,-,-,-,-,-,23.83333333,84.79583333,25-05-2008 00:00,"",
65,Balumath,CGWB,20,Jharkhand,338,PALAMAU,BALUMATH,BALUMATH,Balumath,-,-,-,-,-,-,23.83333333,84.79583333,25-05-2012 00:00,"",
66,Bandgaon,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,BANDGAON,BANDGAON,Bandgaon,-,-,-,-,-,-,22.84166667,85.32916667,25-05-2003 00:00,"",
67,Bandgaon,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,BANDGAON,BANDGAON,Bandgaon,-,-,-,-,-,-,22.84166667,85.32916667,25-05-2004 00:00,"",
68,Bandgaon,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,BANDGAON,BANDGAON,Bandgaon,-,-,-,-,-,-,22.84166667,85.32916667,25-05-2006 00:00,"",
69,Bandgaon,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,BANDGAON,BANDGAON,Bandgaon,-,-,-,-,-,-,22.84166667,85.32916667,25-05-2007 00:00,"",
70,Bandgaon,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,BANDGAON,BANDGAON,Bandgaon,-,-,-,-,-,-,22.84166667,85.32916667,25-05-2008 00:00,"",
71,Bandgaon,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,BANDGAON,BANDGAON,Bandgaon,-,-,-,-,-,-,22.84166667,85.32916667,25-05-2010 00:00,"",
72,Bandgaon,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,BANDGAON,BANDGAON,Bandgaon,-,-,-,-,-,-,22.84166667,85.32916667,25-05-2011 00:00,"",
73,Bandgaon,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,BANDGAON,BANDGAON,Bandgaon,-,-,-,-,-,-,22.84166667,85.32916667,25-05-2012 00:00,"",
74,Bandgaon,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,BANDGAON,BANDGAON,Bandgaon,-,-,-,-,-,-,22.84166667,85.32916667,25-05-2013 00:00,"",
75,Bandhutanr,CGWB,20,Jharkhand,329,GIRIDIH,JAMUA,JAMUA,Bandhutanr,-,-,-,-,-,-,24.30000000,86.11805556,25-05-2003 00:00,"",
76,Bandhutanr,CGWB,20,Jharkhand,329,GIRIDIH,JAMUA,JAMUA,Bandhutanr,-,-,-,-,-,-,24.30000000,86.11805556,25-05-2008 00:00,"",
77,Bandhutanr,CGWB,20,Jharkhand,329,GIRIDIH,JAMUA,JAMUA,Bandhutanr,-,-,-,-,-,-,24.30000000,86.11805556,25-05-2009 00:00,"",
78,Bandhutanr,CGWB,20,Jharkhand,329,GIRIDIH,JAMUA,JAMUA,Bandhutanr,-,-,-,-,-,-,24.30000000,86.11805556,25-05-2010 00:00,"",
79,Bandhutanr,CGWB,20,Jharkhand,329,GIRIDIH,JAMUA,JAMUA,Bandhutanr,-,-,-,-,-,-,24.30000000,86.11805556,25-05-2011 00:00,"",
80,Bandhutanr,CGWB,20,Jharkhand,329,GIRIDIH,JAMUA,JAMUA,Bandhutanr,-,-,-,-,-,-,24.30000000,86.11805556,25-05-2012 00:00,"",
81,Bandhutanr,CGWB,20,Jharkhand,329,GIRIDIH,JAMUA,JAMUA,Bandhutanr,-,-,-,-,-,-,24.30000000,86.11805556,25-05-2013 00:00,"",
82,Bandhu tounr,CGWB,20,Jharkhand,329,GIRIDIH,JAMUA,JAMUA,Bandhu tounr,-,-,-,-,-,-,24.30000000,86.13055556,25-05-2000 00:00,"",
83,Bano,CGWB,20,Jharkhand,331,GUMLA,BANO,BANO,Bano,-,-,-,-,-,-,22.66055556,84.92194444,25-05-2003 00:00,"",
84,Bano,CGWB,20,Jharkhand,331,GUMLA,BANO,BANO,Bano,-,-,-,-,-,-,22.66055556,84.92194444,25-05-2006 00:00,"",
85,Bano,CGWB,20,Jharkhand,331,GUMLA,BANO,BANO,Bano,-,-,-,-,-,-,22.66055556,84.92194444,25-05-2008 00:00,"",
86,Bano,CGWB,20,Jharkhand,331,GUMLA,BANO,BANO,Bano,-,-,-,-,-,-,22.66055556,84.92194444,25-05-2010 00:00,"",
87,Bano,CGWB,20,Jharkhand,331,GUMLA,BANO,BANO,Bano,-,-,-,-,-,-,22.66055556,84.92194444,25-05-2011 00:00,"",
88,Bara borijore,CGWB,20,Jharkhand,330,GODDA,MAHAGAMA,MAHAGAMA,Bara borijore,-,-,-,-,-,-,25.01388889,87.27777778,25-05-2013 00:00,"",
89,Baraw,CGWB,20,Jharkhand,338,PALAMAU,CHAINPUR (BASHANDI),CHAINPUR (BASHANDI),Baraw,-,-,-,-,-,-,24.07027778,84.04138889,25-05-2012 00:00,"",
90,Barhait,CGWB,20,Jharkhand,340,Sahebganj,BARHAIT,BARHAIT,Barhait,-,-,-,-,-,-,24.88888889,87.62500000,25-05-2004 00:00,"",
91,Barhait,CGWB,20,Jharkhand,340,Sahebganj,BARHAIT,BARHAIT,Barhait,-,-,-,-,-,-,24.88888889,87.62500000,25-05-2012 00:00,"",
92,Barhi,CGWB,20,Jharkhand,332,HAZARIBAG,BARHI,BARHI,Barhi,-,-,-,-,-,-,24.30000000,85.41666667,25-05-2001 00:00,"",
93,Barhi,CGWB,20,Jharkhand,332,HAZARIBAG,BARHI,BARHI,Barhi,-,-,-,-,-,-,24.30000000,85.41666667,25-05-2005 00:00,"",
94,Barhi,CGWB,20,Jharkhand,332,HAZARIBAG,BARHI,BARHI,Barhi,-,-,-,-,-,-,24.30000000,85.41666667,25-05-2008 00:00,"",
95,Barhi,CGWB,20,Jharkhand,332,HAZARIBAG,BARHI,BARHI,Barhi,-,-,-,-,-,-,24.30000000,85.41666667,25-05-2009 00:00,"",
96,Barhi,CGWB,20,Jharkhand,332,HAZARIBAG,BARHI,BARHI,Barhi,-,-,-,-,-,-,24.30000000,85.41666667,25-05-2010 00:00,"",
97,Barhi,CGWB,20,Jharkhand,332,HAZARIBAG,BARHI,BARHI,Barhi,-,-,-,-,-,-,24.30000000,85.41666667,25-05-2011 00:00,"",
98,Barhi,CGWB,20,Jharkhand,332,HAZARIBAG,BARHI,BARHI,Barhi,-,-,-,-,-,-,24.30000000,85.41666667,25-05-2012 00:00,"",
99,Barhi,CGWB,20,Jharkhand,332,HAZARIBAG,BARHI,BARHI,Barhi,-,-,-,-,-,-,24.30000000,85.41666667,25-05-2013 00:00,"",
100,Barjatu,CGWB,20,Jharkhand,338,PALAMAU,BALUMATH,BALUMATH,Barjatu,-,-,-,-,-,-,23.89166667,84.80833333,25-05-2002 00:00,"",
101,Barjatu,CGWB,20,Jharkhand,338,PALAMAU,BALUMATH,BALUMATH,Barjatu,-,-,-,-,-,-,23.89166667,84.80833333,25-05-2007 00:00,"",
102,Barjatu,CGWB,20,Jharkhand,338,PALAMAU,BALUMATH,BALUMATH,Barjatu,-,-,-,-,-,-,23.89166667,84.80833333,25-05-2008 00:00,"",
103,Barjatu,CGWB,20,Jharkhand,338,PALAMAU,BALUMATH,BALUMATH,Barjatu,-,-,-,-,-,-,23.89166667,84.80833333,25-05-2009 00:00,"",
104,Barjatu,CGWB,20,Jharkhand,338,PALAMAU,BALUMATH,BALUMATH,Barjatu,-,-,-,-,-,-,23.89166667,84.80833333,25-05-2011 00:00,"",
105,Barkagaon,CGWB,20,Jharkhand,332,HAZARIBAG,BARKAGAON,BARKAGAON,Barkagaon,-,-,-,-,-,-,23.85833333,85.21250000,25-05-2012 00:00,"",
106,Barkagaon,CGWB,20,Jharkhand,332,HAZARIBAG,BARKAGAON,BARKAGAON,Barkagaon,-,-,-,-,-,-,23.85833333,85.21250000,25-05-2013 00:00,"",
107,Barkakhana,CGWB,20,Jharkhand,332,HAZARIBAG,RAMGARH,RAMGARH,Barkakhana,-,-,-,-,-,-,23.61250000,85.49166667,25-05-2009 00:00,"",
108,Barkakhana,CGWB,20,Jharkhand,332,HAZARIBAG,RAMGARH,RAMGARH,Barkakhana,-,-,-,-,-,-,23.61250000,85.49166667,25-05-2010 00:00,"",
109,Barkakhana,CGWB,20,Jharkhand,332,HAZARIBAG,RAMGARH,RAMGARH,Barkakhana,-,-,-,-,-,-,23.61250000,85.49166667,25-05-2011 00:00,"",
110,Barkakhana,CGWB,20,Jharkhand,332,HAZARIBAG,RAMGARH,RAMGARH,Barkakhana,-,-,-,-,-,-,23.61250000,85.49166667,25-05-2012 00:00,"",
111,Barkatha,CGWB,20,Jharkhand,332,HAZARIBAG,BARKATHA,BARKATHA,Barkatha,-,-,-,-,-,-,24.16666667,85.61111111,25-05-2009 00:00,"",
112,Barkatha,CGWB,20,Jharkhand,332,HAZARIBAG,BARKATHA,BARKATHA,Barkatha,-,-,-,-,-,-,24.16666667,85.61111111,25-05-2010 00:00,"",
113,Barkatha,CGWB,20,Jharkhand,332,HAZARIBAG,BARKATHA,BARKATHA,Barkatha,-,-,-,-,-,-,24.16666667,85.61111111,25-05-2011 00:00,"",
114,Barkatha,CGWB,20,Jharkhand,332,HAZARIBAG,BARKATHA,BARKATHA,Barkatha,-,-,-,-,-,-,24.16666667,85.61111111,25-05-2012 00:00,"",
115,Barkatha,CGWB,20,Jharkhand,332,HAZARIBAG,BARKATHA,BARKATHA,Barkatha,-,-,-,-,-,-,24.16666667,85.61111111,25-05-2013 00:00,"",
116,Barwadag,CGWB,20,Jharkhand,339,RANCHI,SONAHATU,SONAHATU,Barwadag,-,-,-,-,-,-,23.26666667,85.68611111,25-05-2003 00:00,"",
117,Barwadag,CGWB,20,Jharkhand,339,RANCHI,SONAHATU,SONAHATU,Barwadag,-,-,-,-,-,-,23.26666667,85.68611111,25-05-2004 00:00,"",
118,Barwadag,CGWB,20,Jharkhand,339,RANCHI,SONAHATU,SONAHATU,Barwadag,-,-,-,-,-,-,23.26666667,85.68611111,25-05-2005 00:00,"",
119,Barwadag,CGWB,20,Jharkhand,339,RANCHI,SONAHATU,SONAHATU,Barwadag,-,-,-,-,-,-,23.26666667,85.68611111,25-05-2007 00:00,"",
120,Barwadag,CGWB,20,Jharkhand,339,RANCHI,SONAHATU,SONAHATU,Barwadag,-,-,-,-,-,-,23.26666667,85.68611111,25-05-2008 00:00,"",
121,Barwadag,CGWB,20,Jharkhand,339,RANCHI,SONAHATU,SONAHATU,Barwadag,-,-,-,-,-,-,23.26666667,85.68611111,25-05-2009 00:00,"",
122,Barwadag,CGWB,20,Jharkhand,339,RANCHI,SONAHATU,SONAHATU,Barwadag,-,-,-,-,-,-,23.26666667,85.68611111,25-05-2010 00:00,"",
123,Barwadag,CGWB,20,Jharkhand,339,RANCHI,SONAHATU,SONAHATU,Barwadag,-,-,-,-,-,-,23.26666667,85.68611111,25-05-2011 00:00,"",
124,Barwadag,CGWB,20,Jharkhand,339,RANCHI,SONAHATU,SONAHATU,Barwadag,-,-,-,-,-,-,23.26666667,85.68611111,25-05-2012 00:00,"",
125,Barwadag,CGWB,20,Jharkhand,339,RANCHI,SONAHATU,SONAHATU,Barwadag,-,-,-,-,-,-,23.26666667,85.68611111,25-05-2013 00:00,"",
126,Barwadih,CGWB,20,Jharkhand,338,PALAMAU,BARWADIH,BARWADIH,Barwadih,-,-,-,-,-,-,23.85833333,84.11666667,25-05-2001 00:00,"",
127,Barwadih,CGWB,20,Jharkhand,338,PALAMAU,BARWADIH,BARWADIH,Barwadih,-,-,-,-,-,-,23.85833333,84.11666667,25-05-2007 00:00,"",
128,Barwadih,CGWB,20,Jharkhand,338,PALAMAU,BARWADIH,BARWADIH,Barwadih,-,-,-,-,-,-,23.85833333,84.11666667,25-05-2008 00:00,"",
129,Barwadih,CGWB,20,Jharkhand,338,PALAMAU,BARWADIH,BARWADIH,Barwadih,-,-,-,-,-,-,23.85833333,84.11666667,25-05-2010 00:00,"",
130,Barwadih,CGWB,20,Jharkhand,338,PALAMAU,BARWADIH,BARWADIH,Barwadih,-,-,-,-,-,-,23.85833333,84.11666667,25-05-2012 00:00,"",
131,Bengabad,CGWB,20,Jharkhand,329,GIRIDIH,BENGABAD,BENGABAD,Bengabad,-,-,-,-,-,-,24.29583333,86.35555556,25-05-2003 00:00,"",
132,Bengabad,CGWB,20,Jharkhand,329,GIRIDIH,BENGABAD,BENGABAD,Bengabad,-,-,-,-,-,-,24.29583333,86.35555556,25-05-2006 00:00,"",
133,Bengabad,CGWB,20,Jharkhand,329,GIRIDIH,BENGABAD,BENGABAD,Bengabad,-,-,-,-,-,-,24.29583333,86.35555556,25-05-2009 00:00,"",
134,Bengabad,CGWB,20,Jharkhand,329,GIRIDIH,BENGABAD,BENGABAD,Bengabad,-,-,-,-,-,-,24.29583333,86.35555556,25-05-2012 00:00,"",
135,Bengabad,CGWB,20,Jharkhand,329,GIRIDIH,BENGABAD,BENGABAD,Bengabad,-,-,-,-,-,-,24.29583333,86.35555556,25-05-2013 00:00,"",
136,Berro,CGWB,20,Jharkhand,339,RANCHI,BERO,BERO,Berro,-,-,-,-,-,-,23.30611111,85.02083333,25-05-2002 00:00,"",
137,Berro,CGWB,20,Jharkhand,339,RANCHI,BERO,BERO,Berro,-,-,-,-,-,-,23.30611111,85.02083333,25-05-2004 00:00,"",
138,Berro,CGWB,20,Jharkhand,339,RANCHI,BERO,BERO,Berro,-,-,-,-,-,-,23.30611111,85.02083333,25-05-2005 00:00,"",
139,Berro,CGWB,20,Jharkhand,339,RANCHI,BERO,BERO,Berro,-,-,-,-,-,-,23.30611111,85.02083333,25-05-2006 00:00,"",
140,Berro,CGWB,20,Jharkhand,339,RANCHI,BERO,BERO,Berro,-,-,-,-,-,-,23.30611111,85.02083333,25-05-2007 00:00,"",
141,Berro,CGWB,20,Jharkhand,339,RANCHI,BERO,BERO,Berro,-,-,-,-,-,-,23.30611111,85.02083333,25-05-2008 00:00,"",
142,Berro,CGWB,20,Jharkhand,339,RANCHI,BERO,BERO,Berro,-,-,-,-,-,-,23.30611111,85.02083333,25-05-2009 00:00,"",
143,Berro,CGWB,20,Jharkhand,339,RANCHI,BERO,BERO,Berro,-,-,-,-,-,-,23.30611111,85.02083333,25-05-2010 00:00,"",
144,Berro,CGWB,20,Jharkhand,339,RANCHI,BERO,BERO,Berro,-,-,-,-,-,-,23.30611111,85.02083333,25-05-2011 00:00,"",
145,Berro,CGWB,20,Jharkhand,339,RANCHI,BERO,BERO,Berro,-,-,-,-,-,-,23.30611111,85.02083333,25-05-2012 00:00,"",
146,Betla,CGWB,20,Jharkhand,338,PALAMAU,BARWADIH,BARWADIH,Betla,-,-,-,-,-,-,23.90000000,84.19166667,25-05-2004 00:00,"",
147,Betla,CGWB,20,Jharkhand,338,PALAMAU,BARWADIH,BARWADIH,Betla,-,-,-,-,-,-,23.90000000,84.19166667,25-05-2009 00:00,"",
148,Betla,CGWB,20,Jharkhand,338,PALAMAU,BARWADIH,BARWADIH,Betla,-,-,-,-,-,-,23.90000000,84.19166667,25-05-2010 00:00,"",
149,Betla,CGWB,20,Jharkhand,338,PALAMAU,BARWADIH,BARWADIH,Betla,-,-,-,-,-,-,23.90000000,84.19166667,25-05-2012 00:00,"",
150,Bhandara,CGWB,20,Jharkhand,336,LOHARDAGA,BHANDRA,BHANDRA,Bhandara,-,-,-,-,-,-,23.35833333,84.77916667,25-05-2003 00:00,"",
151,Bhandara,CGWB,20,Jharkhand,336,LOHARDAGA,BHANDRA,BHANDRA,Bhandara,-,-,-,-,-,-,23.35833333,84.77916667,25-05-2008 00:00,"",
152,Bhandara,CGWB,20,Jharkhand,336,LOHARDAGA,BHANDRA,BHANDRA,Bhandara,-,-,-,-,-,-,23.35833333,84.77916667,25-05-2009 00:00,"",
153,Bhandara,CGWB,20,Jharkhand,336,LOHARDAGA,BHANDRA,BHANDRA,Bhandara,-,-,-,-,-,-,23.35833333,84.77916667,25-05-2010 00:00,"",
154,Bhandara,CGWB,20,Jharkhand,336,LOHARDAGA,BHANDRA,BHANDRA,Bhandara,-,-,-,-,-,-,23.35833333,84.77916667,25-05-2011 00:00,"",
155,Bhandara,CGWB,20,Jharkhand,336,LOHARDAGA,BHANDRA,BHANDRA,Bhandara,-,-,-,-,-,-,23.35833333,84.77916667,25-05-2012 00:00,"",
156,Bharno bdo,CGWB,20,Jharkhand,331,GUMLA,VERNO,VERNO,Bharno bdo,-,-,-,-,-,-,23.23666667,84.88750000,25-05-2002 00:00,"",
